	sym	shp65_Vehicle_1	shp65_Vehicle_2	shp65_Vehicle_3	shp65_TNF_1	shp65_TNF_2	shp65_TNF_3
ENSG00000201643	SNORA14A	375	208	473	208	400	557
ENSG00000201772	SNORA5C	94	112	112	54	142	135
ENSG00000201793	RN7SKP9	205	129	149	111	180	173
ENSG00000201901	RN7SKP48	55	68	50	31	80	73
ENSG00000201912	RN7SKP189	27	49	20	16	42	27
ENSG00000201998	SNORA23	4230	2372	4177	2372	4405	4862
ENSG00000202058	RN7SKP80	57	52	37	34	50	53
ENSG00000202111	VTRNA1-2	131	99	157	90	137	193
ENSG00000202515	VTRNA1-3	479	193	340	270	357	391
ENSG00000202538	RNU4-2	166918	24549	137789	80340	45791	171555
ENSG00000203326	ZNF525	45	33	35	40	42	17
ENSG00000203485	INF2	526	613	590	1924	771	593
ENSG00000203506	RBMS3-AS2	19	14	18	54	21	16
ENSG00000203620	na	39	33	18	30	43	29
ENSG00000203644	na	42	24	46	81	56	32
ENSG00000203666	EFCAB2	107	71	91	104	96	72
ENSG00000203667	COX20	28	23	36	38	27	22
ENSG00000203668	CHML	78	35	90	104	96	56
ENSG00000203685	C1orf95	16	13	19	36	20	16
ENSG00000203705	TATDN3	322	318	299	267	320	229
ENSG00000203709	C1orf132	118	113	146	770	274	180
ENSG00000203724	C1orf53	48	47	43	54	60	40
ENSG00000203739	na	19	18	22	27	26	12
ENSG00000203760	CENPW	18	19	24	25	21	21
ENSG00000203778	FAM229B	145	129	119	85	152	93
ENSG00000203791	METTL10	37	41	54	53	73	38
ENSG00000203797	DDO	82	84	84	91	76	68
ENSG00000203799	CCDC162P	30	21	37	50	36	17
ENSG00000203805	PPAPDC1A	114	46	103	80	49	123
ENSG00000203814	HIST2H2BF	91	59	91	94	108	93
ENSG00000203867	RBM20	59	64	75	47	68	44
ENSG00000203875	SNHG5	862	567	810	692	727	567
ENSG00000203878	CHIAP2	36	15	37	30	19	15
ENSG00000203879	GDI1	570	558	714	866	622	610
ENSG00000203880	PCMTD2	214	215	201	332	305	185
ENSG00000203930	LINC00632	214	178	201	340	295	170
ENSG00000203950	FAM127B	32	19	31	46	36	20
ENSG00000203965	EFCAB7	54	46	30	43	56	17
ENSG00000203993	ARRDC1-AS1	100	116	83	89	96	90
ENSG00000203995	ZYG11A	17	21	11	26	22	24
ENSG00000204054	LINC00963	417	458	477	498	505	385
ENSG00000204070	SYS1	190	165	174	252	194	176
ENSG00000204084	INPP5B	317	316	361	414	382	258
ENSG00000204103	MAFB	34	45	34	70	33	22
ENSG00000204104	TRAF3IP1	85	78	73	133	102	75
ENSG00000204116	CHIC1	83	69	81	93	117	61
ENSG00000204120	GIGYF2	1005	762	987	1153	994	704
ENSG00000204130	RUFY2	208	141	181	224	272	128
ENSG00000204131	NHSL2	117	53	135	295	72	125
ENSG00000204138	PHACTR4	117	109	181	295	137	138
ENSG00000204147	ASAH2B	27	17	32	25	12	21
ENSG00000204149	AGAP6	3	19	13	28	17	16
ENSG00000204160	ZDHHC18	202	247	215	413	279	178
ENSG00000204178	TMEM57	335	212	294	349	327	216
ENSG00000204186	ZDBF2	245	208	271	361	334	164
ENSG00000204209	DAXX	190	185	201	320	290	215
ENSG00000204217	BMPR2	395	220	378	1044	482	381
ENSG00000204219	TCEA3	189	228	164	214	202	146
ENSG00000204220	PFDN6	137	107	138	122	156	83
ENSG00000204227	RING1	166	151	125	180	212	109
ENSG00000204228	na	69	93	83	47	82	67
ENSG00000204231	RXRB	310	317	307	413	375	301
ENSG00000204237	OXLD1	180	186	194	189	223	193
ENSG00000204256	BRD2	946	925	1071	2070	1313	908
ENSG00000204257	HLA-DMA	1516	1084	1675	1406	1366	1634
ENSG00000204262	COL5A2	18589	27742	24007	21460	28972	20687
ENSG00000204264	PSMB8	177	180	176	165	186	130
ENSG00000204267	TAP2	52	59	76	122	77	62
ENSG00000204271	SPIN3	66	53	87	138	96	57
ENSG00000204272	LINC01420	60	42	65	84	47	52
ENSG00000204291	COL15A1	1678	1336	1497	2970	1551	1239
ENSG00000204301	NOTCH4	17	14	12	20	22	14
ENSG00000204304	PBX2	209	129	148	222	197	143
ENSG00000204308	na	250	155	233	238	229	166
ENSG00000204310	AGPAT1	298	233	366	417	319	325
ENSG00000204315	FKBPL	34	26	30	29	38	20
ENSG00000204316	MRPL38	17	35	23	37	32	37
